Frame Number,Time Offset,Source,Destination,RSSI (dBm),Protocol Name,Description,
86,2.5632340,10.231.231.191,172.226.179.232,,TCP,"TCP:Flags=...A...F, SrcPort=3332, DstPort=HTTPS(443), PayloadLen=0, Seq=864635987, Ack=564892056, Win=68","{TCP:20, IPv4:1}"
87,2.5637836,10.231.231.191,52.183.104.36,,TCP,"TCP:Flags=...A...F, SrcPort=3318, DstPort=HTTPS(443), PayloadLen=0, Seq=3171014771, Ack=1452998014, Win=898","{TCP:22, IPv4:21}"
88,2.5659095,10.231.231.191,96.16.247.140,,TCP,"TCP:Flags=...A...F, SrcPort=3323, DstPort=HTTPS(443), PayloadLen=0, Seq=67428347, Ack=2157410220, Win=66","{TCP:24, IPv4:23}"
89,2.5664432,10.231.231.191,52.239.161.42,,TCP,"TCP:Flags=...A...F, SrcPort=3343, DstPort=HTTPS(443), PayloadLen=0, Seq=1444628827, Ack=2441439563, Win=68","{TCP:6, IPv4:5}"
90,2.5669747,10.231.231.191,52.239.161.42,,TCP,"TCP:Flags=...A...F, SrcPort=3347, DstPort=HTTPS(443), PayloadLen=0, Seq=505669620, Ack=111167052, Win=65","{TCP:7, IPv4:5}"
91,2.5679742,10.231.231.191,52.239.161.42,,TCP,"TCP:Flags=...A...F, SrcPort=3342, DstPort=HTTPS(443), PayloadLen=0, Seq=3239054494, Ack=3759116827, Win=1207","{TCP:16, IPv4:5}"
92,2.5680875,172.226.179.232,10.231.231.191,205 (0xCD),TLS,TLS:TLS Rec Layer-1 Encrypted Alert,"{TLS:26, SSLVersionSelector:25, TCP:13, IPv4:1}"
93,2.5682470,10.231.231.191,172.226.179.232,,TCP,"TCP:Flags=...A.R.., SrcPort=3333, DstPort=HTTPS(443), PayloadLen=0, Seq=2206572768, Ack=548358210, Win=0","{TCP:13, IPv4:1}"
94,2.5685301,10.231.231.191,52.239.161.42,,TCP,"TCP:Flags=...A...F, SrcPort=3344, DstPort=HTTPS(443), PayloadLen=0, Seq=1753119911, Ack=1653531410, Win=68","{TCP:27, IPv4:5}"
95,2.5690433,10.231.231.191,52.239.161.42,,TCP,"TCP:Flags=...A...F, SrcPort=3346, DstPort=HTTPS(443), PayloadLen=0, Seq=221076265, Ack=219438586, Win=68","{TCP:28, IPv4:5}"
96,2.5691690,172.226.179.232,10.231.231.191,205 (0xCD),TCP,"TCP:Flags=...A...F, SrcPort=HTTPS(443), DstPort=3333, PayloadLen=0, Seq=548358210, Ack=2206572768, Win=1605","{TCP:29, IPv4:1}"
97,2.5696707,172.226.179.232,10.231.231.191,205 (0xCD),TLS,TLS:TLS Rec Layer-1 Encrypted Alert,"{TLS:31, SSLVersionSelector:30, TCP:15, IPv4:1}"
98,2.5698221,10.231.231.191,172.226.179.232,,TCP,"TCP:Flags=...A.R.., SrcPort=3331, DstPort=HTTPS(443), PayloadLen=0, Seq=3544002607, Ack=544734826, Win=0","{TCP:15, IPv4:1}"
99,2.5698926,172.226.179.232,10.231.231.191,205 (0xCD),TCP,"TCP:Flags=...A...F, SrcPort=HTTPS(443), DstPort=3331, PayloadLen=0, Seq=544734826, Ack=3544002607, Win=1427","{TCP:32, IPv4:1}"
100,2.5698926,172.226.179.232,10.231.231.191,205 (0xCD),TLS,TLS:TLS Rec Layer-1 Encrypted Alert,"{TLS:16, SSLVersionSelector:15, TCP:14, IPv4:1}"
101,2.5698926,172.226.179.232,10.231.231.191,205 (0xCD),TCP,"TCP:Flags=...A...F, SrcPort=HTTPS(443), DstPort=3328, PayloadLen=0, Seq=547995138, Ack=4031686447, Win=1783","{TCP:14, IPv4:1}"
102,2.5701047,10.231.231.191,172.226.179.232,,TCP,"TCP:Flags=...A.R.., SrcPort=3328, DstPort=HTTPS(443), PayloadLen=0, Seq=4031686447, Ack=547995138, Win=0","{TCP:14, IPv4:1}"
103,2.5705444,172.226.179.232,10.231.231.191,205 (0xCD),TLS,TLS:TLS Rec Layer-1 Encrypted Alert,"{TLS:19, SSLVersionSelector:18, TCP:17, IPv4:1}"
104,2.5705444,172.226.179.232,10.231.231.191,205 (0xCD),TCP,"TCP:Flags=...A...F, SrcPort=HTTPS(443), DstPort=3329, PayloadLen=0, Seq=559321343, Ack=51355591, Win=1783","{TCP:17, IPv4:1}"
105,2.5707296,10.231.231.191,172.226.179.232,,TCP,"TCP:Flags=...A.R.., SrcPort=3329, DstPort=HTTPS(443), PayloadLen=0, Seq=51355591, Ack=559321343, Win=0","{TCP:17, IPv4:1}"
106,2.5725159,172.226.179.232,10.231.231.191,205 (0xCD),TLS,TLS:TLS Rec Layer-1 Encrypted Alert,"{TLS:34, SSLVersionSelector:33, TCP:20, IPv4:1}"
107,2.5726527,10.231.231.191,172.226.179.232,,TCP,"TCP:Flags=...A.R.., SrcPort=3332, DstPort=HTTPS(443), PayloadLen=0, Seq=864635988, Ack=564892087, Win=0","{TCP:20, IPv4:1}"
108,2.5727169,172.226.179.232,10.231.231.191,206 (0xCE),TCP,"TCP:Flags=...A...F, SrcPort=HTTPS(443), DstPort=3332, PayloadLen=0, Seq=564892087, Ack=864635988, Win=1605","{TCP:35, IPv4:1}"
109,2.5755693,10.231.231.191,cy2.vortex.data.microsoft.com.akadns.net,,TCP,"TCP:Flags=...A...F, SrcPort=3338, DstPort=HTTPS(443), PayloadLen=0, Seq=2774412241, Ack=1554214497, Win=63","{TCP:19, IPv4:3}"
110,2.5771461,10.231.231.191,172.217.9.138,,TCP,"TCP:Flags=...A...F, SrcPort=3357, DstPort=HTTPS(443), PayloadLen=0, Seq=4211180387, Ack=2416848095, Win=67","{TCP:37, IPv4:36}"
111,2.5772265,10.231.231.191,172.217.9.138,,TCP,"TCP:Flags=...A.R.., SrcPort=3357, DstPort=HTTPS(443), PayloadLen=0, Seq=4211180388, Ack=2416848095, Win=0","{TCP:37, IPv4:36}"
112,2.5784876,96.16.247.140,10.231.231.191,206 (0xCE),TLS,TLS:TLS Rec Layer-1 Encrypted Alert,"{TLS:39, SSLVersionSelector:38, TCP:24, IPv4:23}"
113,2.5786266,10.231.231.191,96.16.247.140,,TCP,"TCP:Flags=...A.R.., SrcPort=3323, DstPort=HTTPS(443), PayloadLen=0, Seq=67428348, Ack=2157410251, Win=0","{TCP:24, IPv4:23}"
114,2.5787139,96.16.247.140,10.231.231.191,206 (0xCE),TCP,"TCP:Flags=...A...F, SrcPort=HTTPS(443), DstPort=3323, PayloadLen=0, Seq=2157410251, Ack=67428348, Win=984","{TCP:39, IPv4:23}"
115,2.5859707,10.231.231.191,239.255.255.250,,SSDP,"SSDP:Request, M-SEARCH * ","{HTTP:41, UDP:40, IPv4:27}"
116,2.5860905,10.231.231.191,clients.l.google.com,,TCP,"TCP:Flags=...A...F, SrcPort=3355, DstPort=HTTPS(443), PayloadLen=0, Seq=4192100151, Ack=2798847141, Win=64","{TCP:42, IPv4:46}"
117,2.5952376,clients.l.google.com,10.231.231.191,206 (0xCE),TCP,"TCP:Flags=...A...F, SrcPort=HTTPS(443), DstPort=3355, PayloadLen=0, Seq=2798847141, Ack=4192100152, Win=191","{TCP:42, IPv4:46}"
118,2.5953287,10.231.231.191,clients.l.google.com,,TCP,"TCP:Flags=...A...., SrcPort=3355, DstPort=HTTPS(443), PayloadLen=0, Seq=4192100152, Ack=2798847142, Win=64","{TCP:42, IPv4:46}"
119,2.6085141,172.226.179.232,10.231.231.191,206 (0xCE),TCP,"TCP:Flags=...A...., SrcPort=HTTPS(443), DstPort=3330, PayloadLen=0, Seq=557901160, Ack=2837928637, Win=1783","{TCP:18, IPv4:1}"
120,2.6204213,cy2.vortex.data.microsoft.com.akadns.net,10.231.231.191,206 (0xCE),TCP,"TCP:Flags=...A...F, SrcPort=HTTPS(443), DstPort=3338, PayloadLen=0, Seq=1554214497, Ack=2774412242, Win=514","{TCP:19, IPv4:3}"
121,2.6205103,10.231.231.191,cy2.vortex.data.microsoft.com.akadns.net,,TCP,"TCP:Flags=...A...., SrcPort=3338, DstPort=HTTPS(443), PayloadLen=0, Seq=2774412242, Ack=1554214498, Win=63","{TCP:19, IPv4:3}"
122,2.6292708,52.183.104.36,10.231.231.191,206 (0xCE),TCP,"TCP:Flags=...A...F, SrcPort=HTTPS(443), DstPort=3318, PayloadLen=0, Seq=1452998014, Ack=3171014772, Win=511","{TCP:22, IPv4:21}"
123,2.6293486,10.231.231.191,52.183.104.36,,TCP,"TCP:Flags=...A...., SrcPort=3318, DstPort=HTTPS(443), PayloadLen=0, Seq=3171014772, Ack=1452998015, Win=898","{TCP:22, IPv4:21}"
124,2.6297190,52.239.161.42,10.231.231.191,206 (0xCE),TCP,"TCP:Flags=...A.R.., SrcPort=HTTPS(443), DstPort=3343, PayloadLen=0, Seq=2441439563, Ack=1444628828, Win=0","{TCP:6, IPv4:5}"
125,2.6301697,52.239.161.42,10.231.231.191,206 (0xCE),TCP,"TCP:Flags=...A...F, SrcPort=HTTPS(443), DstPort=3347, PayloadLen=0, Seq=111167052, Ack=505669621, Win=1024","{TCP:7, IPv4:5}"
126,2.6302167,10.231.231.191,52.239.161.42,,TCP,"TCP:Flags=...A...., SrcPort=3347, DstPort=HTTPS(443), PayloadLen=0, Seq=505669621, Ack=111167053, Win=65","{TCP:7, IPv4:5}"
127,2.6316229,52.239.161.42,10.231.231.191,206 (0xCE),TCP,"TCP:Flags=...A.R.., SrcPort=HTTPS(443), DstPort=3344, PayloadLen=0, Seq=1653531410, Ack=1753119912, Win=0","{TCP:27, IPv4:5}"
128,2.6318286,52.239.161.42,10.231.231.191,206 (0xCE),TCP,"TCP:Flags=...A...F, SrcPort=HTTPS(443), DstPort=3342, PayloadLen=0, Seq=3759116827, Ack=3239054495, Win=1023","{TCP:16, IPv4:5}"
129,2.6318696,10.231.231.191,52.239.161.42,,TCP,"TCP:Flags=...A...., SrcPort=3342, DstPort=HTTPS(443), PayloadLen=0, Seq=3239054495, Ack=3759116828, Win=1207","{TCP:16, IPv4:5}"
