Frame Number,Time Offset,Source,Destination,RSSI (dBm),Protocol Name,Description,
1,0.0193595,,,,NetmonFilter,NetmonFilter:Updated Capture Filter: None,
2,0.0193595,,,,NetworkInfoEx,"NetworkInfoEx:Network info for , Network Adapter Count = 1",
3,0.0193595,[24DEC6 11ECE1],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 206 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
4,0.1218409,[24DEC6 11ECE1],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 206 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
5,0.2242074,[24DEC6 11ECE1],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 206 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
6,0.3266080,[24DEC6 11ECE1],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 206 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
7,0.4289150,[24DEC6 11ECE1],[*BROADCAST],207 (0xCF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 207 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
8,0.5313229,[24DEC6 11ECE1],[*BROADCAST],207 (0xCF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 207 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
9,0.8384748,[24DEC6 11ECE1],[*BROADCAST],207 (0xCF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 207 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
10,0.9408429,[24DEC6 11ECE1],[*BROADCAST],207 (0xCF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 207 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
11,1.0433103,[24DEC6 11ECE1],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 206 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
12,1.2418113,[F04F7C 1B02BC],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 206 dBm, Rate = Unknown, SSID = BroadCast SSID",
13,1.2481423,[24DEC6 11ECE1],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 206 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
14,1.3420421,[F04F7C 1B02BC],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 206 dBm, Rate = Unknown, SSID = BroadCast SSID",
15,1.3528959,[F04F7C 1B02BC],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 206 dBm, Rate = Unknown, SSID = BroadCast SSID",
16,1.3637802,[F04F7C 1B02BC],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 206 dBm, Rate = Unknown, SSID = BroadCast SSID",
17,1.3747795,[F04F7C 1B02BC],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 206 dBm, Rate = Unknown, SSID = BroadCast SSID",
18,1.4529911,[24DEC6 11ECE1],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 206 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
19,1.5552348,[24DEC6 11ECE1],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 206 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
20,1.6292601,10.231.231.191,play.l.google.com,,UDP,"UDP:SrcPort = 50862, DstPort = HTTPS(443), Length = 31","{UDP:68, IPv4:3}"
21,1.6369694,[12076E B172BD],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 206 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 11",
22,1.6577034,[24DEC6 11ECE1],[*BROADCAST],207 (0xCF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 207 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
23,1.7519200,10.231.231.191,play.l.google.com,,UDP,"UDP:SrcPort = 50862, DstPort = HTTPS(443), Length = 31","{UDP:68, IPv4:3}"
24,1.7531371,play.l.google.com,10.231.231.191,207 (0xCF),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 50862, Length = 38","{UDP:68, IPv4:3}"
25,1.7602140,[24DEC6 11ECE1],[*BROADCAST],207 (0xCF),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 207 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
26,1.8636833,[24DEC6 11ECE1],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 206 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
27,1.8648003,play.l.google.com,10.231.231.191,206 (0xCE),UDP,"UDP:SrcPort = HTTPS(443), DstPort = 50862, Length = 35","{UDP:68, IPv4:3}"
28,1.9649135,[24DEC6 11ECE1],[*BROADCAST],206 (0xCE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 206 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
29,2.0672213,[24DEC6 11ECE1],[*BROADCAST],205 (0xCD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 205 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
30,2.1697173,[24DEC6 11ECE1],[*BROADCAST],205 (0xCD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 205 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
31,2.2721872,[24DEC6 11ECE1],[*BROADCAST],205 (0xCD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 205 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
32,2.3745699,[24DEC6 11ECE1],[*BROADCAST],205 (0xCD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 205 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
33,2.5792762,[24DEC6 11ECE1],[*BROADCAST],205 (0xCD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 205 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
34,2.6817761,[24DEC6 11ECE1],[*BROADCAST],205 (0xCD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 205 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
35,2.7841344,[24DEC6 11ECE1],[*BROADCAST],205 (0xCD),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 205 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
36,2.8836030,[DC3714 37DA0D],[*BROADCAST],205 (0xCD),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 205 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
37,2.8864927,[24DEC6 11ECE1],[*BROADCAST],204 (0xCC),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 204 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
38,2.9889699,[24DEC6 11ECE1],[*BROADCAST],204 (0xCC),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 204 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
39,3.0911828,[24DEC6 11ECE1],[*BROADCAST],204 (0xCC),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 204 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
40,3.1937160,[24DEC6 11ECE1],[*BROADCAST],204 (0xCC),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 204 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
41,3.2961427,[24DEC6 11ECE1],[*BROADCAST],203 (0xCB),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 203 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
42,3.5009872,[24DEC6 11ECE1],[*BROADCAST],203 (0xCB),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 203 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
43,3.6747963,10.231.231.191,talk.l.google.com,,TCP,"TCP:[Keep alive]Flags=...A...., SrcPort=1332, DstPort=5222, PayloadLen=1, Seq=2143206904 - 2143206905, Ack=405994970, Win=64","{TCP:55, IPv4:278}"
44,3.6910750,talk.l.google.com,10.231.231.191,203 (0xCB),TCP,"TCP:[Keep alive ack]Flags=...A...., SrcPort=5222, DstPort=1332, PayloadLen=0, Seq=405994970, Ack=2143206905, Win=206","{TCP:55, IPv4:278}"
45,3.7057594,[24DEC6 11ECE1],[*BROADCAST],203 (0xCB),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 203 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 11",
